SRIDU,PopTotAge,Pop0_14,Pop15_64,Pop65plus,TotalLog,MaisonIndiv,MaisonJumulee,MaisonRangee,AppartDuplex,AppartMoins5E,Appart5EtPlus,AutreMaisonIndivAttenante,LogementMobile,TotalMenag,Menage1pers,Menage2pers,Menage3pers,Menage4pers,Menage5pPlus,RevMedMenage,PopTotMFRApI,PopTotMFR,PopTotMFRPct,TotalMenag2,Proprietaire,Locataire,TotalLog2,Log1960ouAv,Log1961_80,Log1981_90,Log1991_00,Log2001_05,Log2006_10,Log2011_15,Log2016_21,ValeurMedLog,ValeurMoyLog,LoyerMedian,LoyerMoyen
"4210800.01 (SR), Québec (RMR) (4210800.01) (00000)",6545,1030,4090,1430,3035,1475,290,65,85,860,135,5,125,3030,1060,1125,355,350,140,77500,6525,655,10.1,3030,2000,1035,3030,190,890,685,370,115,140,330,305,278000,297200,755,790
"4210800.02 (SR), Québec (RMR) (4210800.02) (00000)",5230,780,3080,1365,2410,1345,160,130,80,690,0,5,0,2410,830,940,265,255,120,82000,5150,360,7,2410,1660,750,2410,170,800,725,250,150,160,125,25,300000,322000,735,720
"4210801.00 (SR), Québec (RMR) (4210801.00) (00000)",3515,400,2130,985,1760,540,60,5,325,815,0,10,0,1755,910,535,160,100,55,55200,3170,510,16.1,1780,815,970,1780,1165,345,90,35,30,15,55,50,230000,251600,720,718
"4210802.00 (SR), Québec (RMR) (4210802.00) (00000)",2820,445,1770,605,1380,660,25,25,260,385,0,0,25,1380,550,500,165,110,55,68000,2785,285,10.3,1360,815,545,1360,675,290,75,50,30,95,65,70,246000,291500,740,772
"4210810.00 (SR), Québec (RMR) (4210810.00) (00000)",4455,460,2300,1695,2390,580,30,15,270,1035,455,15,0,2395,1240,780,205,125,45,52800,4150,700,16.8,2385,830,1555,2385,820,640,220,125,60,75,145,290,264000,323000,765,927
"4210811.00 (SR), Québec (RMR) (4210811.00) (00000)",9150,1250,5315,2590,4290,1390,205,295,120,1985,295,0,0,4290,1755,1590,415,375,145,68000,8480,875,10.4,4290,1765,2525,4290,465,1400,650,310,280,250,310,630,280000,298400,785,865
"4210812.00 (SR), Québec (RMR) (4210812.00) (00000)",4310,460,2385,1465,2070,465,100,5,295,970,235,5,0,2070,1105,620,155,120,60,56400,3635,540,14.8,2080,890,1190,2080,1220,345,110,70,35,85,140,80,300000,343000,750,874
"4210820.01 (SR), Québec (RMR) (4210820.01) (00000)",4085,460,2400,1220,2080,985,110,170,190,625,0,5,0,2085,815,870,175,160,70,74000,4085,385,9.4,2040,1285,755,2040,565,740,115,295,130,85,50,65,300000,354800,770,756
"4210820.03 (SR), Québec (RMR) (4210820.03) (00000)",5080,795,3190,1105,2385,950,315,70,170,870,0,0,0,2380,805,940,280,255,105,79500,5085,265,5.2,2380,1635,745,2380,25,380,440,740,375,290,95,45,250000,257600,900,948
"4210820.04 (SR), Québec (RMR) (4210820.04) (00000)",4645,955,3070,620,1945,1025,195,25,20,580,0,0,100,1945,545,705,240,330,120,94000,4645,215,4.6,1985,1375,605,1985,65,345,120,230,320,455,165,285,286000,304800,1030,1032
"4210825.00 (SR), Québec (RMR) (4210825.00) (00000)",9470,1695,6335,1440,4020,2680,245,85,125,855,5,5,25,4025,1045,1635,545,570,230,89000,9445,475,5,4020,2730,1290,4020,225,1000,655,550,290,285,200,810,280000,300000,960,952
"4210830.01 (SR), Québec (RMR) (4210830.01) (00000)",4770,645,2890,1240,2185,1170,110,10,220,665,0,5,0,2185,825,815,260,195,85,71000,4515,360,8,2185,1340,840,2185,770,710,260,200,85,85,25,55,268000,282000,730,750
"4210830.02 (SR), Québec (RMR) (4210830.02) (00000)",8405,1010,4750,2645,4190,865,430,210,120,2520,45,0,0,4190,1755,1635,400,280,120,73500,7990,690,8.6,4195,1845,2350,4195,335,750,515,580,355,505,255,900,280000,341200,1030,1077
"4210835.03 (SR), Québec (RMR) (4210835.03) (00000)",7975,1750,5140,1085,3080,2360,310,40,65,280,0,5,25,3075,640,1140,470,590,240,111000,7940,275,3.4,3075,2725,350,3075,305,570,465,370,285,370,390,320,300000,350000,870,872
"4210835.04 (SR), Québec (RMR) (4210835.04) (00000)",3990,685,2750,550,1580,1230,70,20,75,185,0,5,0,1580,330,600,275,280,95,105000,3975,145,3.6,1570,1285,290,1570,140,245,450,470,180,50,15,10,280000,298000,795,810
"4210835.05 (SR), Québec (RMR) (4210835.05) (00000)",3885,585,2580,720,1560,1330,20,0,60,135,0,10,0,1560,280,690,245,270,75,106000,3885,105,2.8,1555,1355,200,1555,15,420,590,435,90,0,0,0,300000,311200,765,770
"4210835.06 (SR), Québec (RMR) (4210835.06) (00000)",3290,685,2310,300,1300,705,20,65,0,510,0,0,0,1295,320,405,240,240,90,101000,3290,155,4.6,1305,840,460,1305,15,65,230,450,215,165,60,100,300000,322000,860,932
"4210835.07 (SR), Québec (RMR) (4210835.07) (00000)",4455,730,2830,895,1875,1420,80,0,35,270,0,0,65,1875,455,765,260,290,100,95000,4455,190,4.2,1880,1615,265,1880,60,930,485,300,55,20,25,15,276000,271200,770,770
"4210840.01 (SR), Québec (RMR) (4210840.01) (00000)",4995,675,3210,1110,2620,875,130,40,255,1290,0,10,15,2625,1185,895,265,205,75,62000,4985,465,9.3,2635,1295,1345,2635,750,970,505,240,45,40,40,35,250000,257600,780,782
"4210840.02 (SR), Québec (RMR) (4210840.02) (00000)",4305,575,2510,1220,1995,750,365,80,35,765,0,0,0,2000,725,780,235,185,70,76500,4105,260,6.4,1985,1290,695,1985,75,815,585,340,145,25,15,0,250000,259600,810,854
"4210845.03 (SR), Québec (RMR) (4210845.03) (00000)",4740,1030,3040,675,1865,1250,230,0,50,295,0,5,35,1870,440,665,270,345,150,97000,4740,225,4.8,1860,1480,380,1860,55,545,275,290,260,170,150,120,296000,299200,840,860
"4210845.04 (SR), Québec (RMR) (4210845.04) (00000)",4745,950,3040,760,1900,1405,110,15,30,345,0,0,0,1905,465,695,295,295,155,93000,4745,275,5.8,1900,1495,410,1900,65,455,550,350,175,135,30,145,270000,277600,840,856
"4210845.05 (SR), Québec (RMR) (4210845.05) (00000)",6815,1430,4320,1065,2670,2215,140,5,45,165,0,0,95,2675,600,1025,355,460,230,96000,6775,380,5.7,2675,2360,310,2675,275,860,350,310,230,245,265,135,280000,292800,850,810
"4210845.06 (SR), Québec (RMR) (4210845.06) (00000)",1150,210,700,245,490,400,10,0,30,30,0,0,20,490,115,220,65,65,25,88000,1150,95,8.2,485,410,75,485,60,210,70,45,35,25,15,20,276000,308000,750,840
"4210846.02 (SR), Québec (RMR) (4210846.02) (00000)",6090,1140,3875,1080,2490,1600,265,5,40,240,0,5,335,2485,605,950,375,395,155,95000,6075,290,4.7,2485,2160,325,2485,110,950,685,365,155,120,75,20,260000,272400,850,856
"4210846.03 (SR), Québec (RMR) (4210846.03) (00000)",1155,205,675,275,460,390,20,0,25,20,0,0,5,455,95,185,55,90,30,103000,1155,35,3,465,415,45,465,50,250,50,50,15,20,30,10,310000,336000,755,800
"4210846.04 (SR), Québec (RMR) (4210846.04) (00000)",8050,1650,5030,1370,3135,2105,455,25,155,385,0,5,0,3140,710,1125,490,565,245,107000,7995,320,4,3140,2625,510,3140,205,1065,560,315,350,315,245,85,300000,322400,765,776
"4210850.02 (SR), Québec (RMR) (4210850.02) (00000)",2875,695,1730,450,1150,665,145,0,40,295,0,0,0,1150,315,400,140,200,100,96000,2850,200,6.9,1165,815,355,1165,175,280,160,70,15,195,125,145,340000,375000,765,868
"4210850.03 (SR), Québec (RMR) (4210850.03) (00000)",5735,1250,3675,815,2275,1755,60,150,50,140,120,0,0,2275,450,920,345,420,135,120000,5730,205,3.6,2275,1780,490,2275,50,395,425,200,110,125,90,880,400000,438800,1070,1096
"4210850.04 (SR), Québec (RMR) (4210850.04) (00000)",4850,835,3130,885,1930,920,135,0,25,520,330,0,0,1925,590,625,255,350,110,104000,4560,170,3.6,1930,1335,595,1930,40,85,185,480,430,280,300,130,376000,364800,1000,1044
"4210850.05 (SR), Québec (RMR) (4210850.05) (00000)",4930,1125,2950,855,1900,1295,155,25,45,185,200,0,0,1900,390,735,270,340,170,108000,4925,185,3.7,1880,1415,470,1880,85,565,115,160,125,155,290,385,300000,357200,1390,1415
"4210900.00 (SR), Québec (RMR) (4210900.00) (00000)",5810,1320,3565,925,2355,1635,220,25,80,385,0,10,5,2360,655,830,300,390,190,87000,5780,345,5.9,2360,1740,620,2360,465,615,185,155,130,380,295,135,278000,293200,735,732
"4210901.00 (SR), Québec (RMR) (4210901.00) (00000)",4475,790,2785,905,1890,1585,90,15,100,90,5,5,5,1890,475,785,250,245,130,98000,4475,270,6.1,1890,1635,255,1890,375,430,220,255,165,95,220,125,300000,353600,725,720
"4210902.00 (SR), Québec (RMR) (4210902.00) (00000)",1680,265,940,475,740,660,25,0,10,35,0,5,5,735,225,305,80,70,55,86000,1660,120,7.4,735,640,100,735,215,180,95,65,50,70,40,20,300000,364000,608,600
"4210903.00 (SR), Québec (RMR) (4210903.00) (00000)",7970,1740,5150,1075,3305,2055,520,5,95,565,0,15,55,3310,915,1190,525,480,200,86000,7850,480,6.1,3305,2580,730,3305,385,620,380,250,190,290,475,715,250000,263600,760,782
"4080001.00 (SR), Saguenay (RMR) (4080001.00) (00000)",3580,525,2130,925,1805,815,200,5,315,400,0,35,20,1800,710,700,175,150,65,66500,3575,415,11.6,1765,1030,740,1765,480,690,355,165,20,25,15,0,210000,237600,636,674
"4080002.01 (SR), Saguenay (RMR) (4080002.01) (00000)",3155,450,1735,970,1320,600,15,160,145,390,5,0,0,1325,495,460,180,125,65,75000,2795,340,12.1,1360,740,620,1360,575,415,115,110,15,25,65,20,300000,330000,640,688
"4080002.02 (SR), Saguenay (RMR) (4080002.02) (00000)",5730,500,2755,2480,3085,850,310,125,200,1540,60,0,0,3085,1425,1205,215,175,60,61600,5520,665,12.1,3080,1795,1290,3080,75,860,765,455,125,300,390,105,250000,258000,755,816
"4080003.01 (SR), Saguenay (RMR) (4080003.01) (00000)",3680,565,2245,865,1645,980,170,25,110,345,0,0,5,1645,445,745,210,175,75,82000,3655,295,8,1675,1180,495,1675,130,660,505,240,75,25,25,15,240000,252400,695,700
"4080003.02 (SR), Saguenay (RMR) (4080003.02) (00000)",2860,475,1725,665,1280,755,150,40,85,200,50,0,0,1285,375,520,180,150,60,84000,2860,195,6.9,1305,925,385,1305,60,545,330,285,45,25,10,0,250000,293500,750,780
"4080004.00 (SR), Saguenay (RMR) (4080004.00) (00000)",4040,450,2435,1155,2125,505,35,5,210,1190,175,5,0,2125,1165,630,150,110,70,44800,3695,935,25.2,2155,680,1480,2155,300,1055,295,245,90,50,45,75,240000,254400,700,839
"4080005.00 (SR), Saguenay (RMR) (4080005.00) (00000)",2935,330,1905,705,1635,440,20,85,395,690,0,0,0,1640,790,575,150,85,35,49200,2940,630,21.4,1585,640,940,1585,870,400,140,100,10,30,15,20,200000,193000,604,628
"4080006.00 (SR), Saguenay (RMR) (4080006.00) (00010)",3345,205,2010,1125,2140,135,15,0,245,1070,645,45,0,2145,1485,465,125,50,25,31800,3115,1260,40.5,2110,310,1805,2110,810,615,220,220,75,85,40,50,224000,266000,616,803
"4080007.00 (SR), Saguenay (RMR) (4080007.00) (00000)",2525,330,1630,570,1300,295,240,25,205,530,5,0,0,1300,585,440,130,100,35,58800,2465,375,15.2,1265,625,640,1265,410,180,180,280,90,85,30,10,200000,227000,645,688
"4080008.00 (SR), Saguenay (RMR) (4080008.00) (00000)",5135,775,3200,1170,2435,1095,135,130,470,595,0,5,0,2435,830,985,285,245,90,69000,5125,530,10.4,2470,1455,1015,2470,710,765,305,170,65,160,200,95,200000,240600,624,664
"4080100.00 (SR), Saguenay (RMR) (4080100.00) (00000)",3895,750,2205,940,1650,1170,185,0,120,170,0,0,0,1650,395,710,230,225,95,86000,3900,180,4.6,1680,1465,220,1680,405,915,120,30,15,15,110,70,200000,224000,675,735
"4080101.00 (SR), Saguenay (RMR) (4080101.00) (00000)",3935,565,2430,945,1935,815,280,100,230,505,0,5,0,1935,795,695,205,185,60,66000,3845,480,12.5,1905,1200,700,1905,1250,390,95,70,10,10,50,20,180000,199600,612,646
"4080102.00 (SR), Saguenay (RMR) (4080102.00) (00000)",2655,480,1580,600,1215,610,140,35,195,230,0,0,0,1215,425,435,170,125,65,74500,2635,205,7.8,1220,860,355,1220,825,275,55,20,10,25,0,0,194000,199600,685,720
"4080103.01 (SR), Saguenay (RMR) (4080103.01) (00000)",4155,655,2335,1165,1605,1045,255,10,125,170,0,5,0,1600,400,670,220,210,105,96000,3795,175,4.6,1590,1405,185,1590,465,570,270,210,50,10,10,15,226000,236000,636,640
"4080103.02 (SR), Saguenay (RMR) (4080103.02) (00000)",3750,675,2210,870,1520,830,140,80,80,380,0,0,0,1515,440,570,180,220,105,95000,3570,195,5.5,1525,1145,380,1525,125,355,150,250,105,180,250,115,250000,282000,780,736
"4080104.00 (SR), Saguenay (RMR) (4080104.00) (00000)",6975,1145,4325,1510,3125,1910,260,75,445,425,0,5,0,3130,940,1245,400,390,145,76500,6975,675,9.7,3130,2315,815,3130,795,1180,450,210,90,160,195,50,214000,229000,560,589
"4080105.00 (SR), Saguenay (RMR) (4080105.00) (00000)",3090,380,1925,785,1645,370,85,30,385,720,20,25,0,1645,800,560,135,105,45,50400,3005,620,20.5,1660,580,1075,1660,870,460,155,80,15,10,25,40,180000,195000,592,608
"4080106.00 (SR), Saguenay (RMR) (4080106.00) (00000)",3185,440,1900,845,1620,525,35,45,465,555,0,0,0,1620,730,550,175,115,50,54000,3095,580,18.7,1625,745,880,1625,765,620,90,60,10,15,20,40,190000,183600,600,626
"4080107.02 (SR), Saguenay (RMR) (4080107.02) (00000)",3220,370,1870,975,1540,790,115,30,285,325,0,0,0,1540,600,610,155,125,55,64000,3070,365,11.9,1540,1020,520,1540,325,775,200,100,45,25,65,10,200000,207600,612,628
"4080107.04 (SR), Saguenay (RMR) (4080107.04) (00000)",970,125,625,220,435,295,20,0,75,45,0,0,0,440,110,215,45,40,25,75000,975,90,9.4,435,285,150,435,120,140,70,35,20,20,15,20,224000,246000,675,730
"4080107.05 (SR), Saguenay (RMR) (4080107.05) (00000)",2880,515,1905,460,1290,510,290,100,85,290,0,0,10,1285,375,535,175,145,60,85000,2865,145,5,1330,905,425,1330,75,210,100,155,65,200,215,320,240000,236800,920,900
"4080107.06 (SR), Saguenay (RMR) (4080107.06) (00000)",5015,710,3145,1155,2410,1055,160,45,310,840,0,5,0,2415,895,920,280,235,85,65000,4960,730,14.6,2370,1280,1095,2370,450,835,595,290,105,55,25,20,222000,226800,624,656
"4080108.00 (SR), Saguenay (RMR) (4080108.00) (00000)",2180,175,1250,750,1215,180,40,10,245,660,80,5,0,1220,725,335,80,50,25,38400,1960,610,31.1,1215,295,925,1215,600,325,105,80,20,30,35,30,174000,188000,560,585
"4080109.00 (SR), Saguenay (RMR) (4080109.00) (00000)",2105,235,1275,595,1175,155,15,15,320,645,0,20,0,1175,660,350,100,45,25,40000,1960,585,29.8,1160,355,805,1160,545,310,95,115,30,30,30,10,180000,183000,568,567
"4080110.00 (SR), Saguenay (RMR) (4080110.00) (00000)",5620,860,3265,1495,2570,1395,100,5,355,705,0,10,0,2570,965,945,295,260,100,66000,5345,625,11.7,2575,1535,1035,2575,700,1010,330,205,75,95,80,70,200000,217000,616,674
"4080111.03 (SR), Saguenay (RMR) (4080111.03) (00000)",1600,265,1045,295,695,560,25,0,35,70,0,0,0,695,185,290,100,80,45,87000,1600,120,7.6,695,575,120,695,100,195,85,80,40,45,100,45,200000,227000,480,460
"4080111.04 (SR), Saguenay (RMR) (4080111.04) (00000)",2735,350,1785,595,1240,1160,40,0,25,5,0,0,0,1240,315,600,155,115,50,91000,2735,175,6.4,1175,1065,110,1175,80,265,180,205,125,135,115,75,300000,321000,830,790
"4080120.01 (SR), Saguenay (RMR) (4080120.01) (00000)",3490,705,2195,595,1390,1210,40,5,65,65,0,0,0,1390,290,570,200,220,110,92000,3495,165,4.8,1390,1230,155,1390,145,565,180,135,90,95,115,60,214000,238800,650,750
"4080120.03 (SR), Saguenay (RMR) (4080120.03) (00000)",6380,1360,3950,1060,2535,2015,195,10,125,170,0,10,5,2535,575,975,395,385,205,89000,6350,460,7.3,2535,2115,420,2535,210,755,385,220,130,265,350,210,224000,239800,632,652
"4080120.04 (SR), Saguenay (RMR) (4080120.04) (00000)",1065,145,660,270,465,320,45,0,75,25,0,0,0,460,120,205,60,60,25,82000,1070,95,9,460,355,110,460,75,175,80,85,15,0,20,0,234000,244000,700,790
"4080120.05 (SR), Saguenay (RMR) (4080120.05) (00000)",1315,185,850,275,565,345,105,0,50,50,0,0,10,565,140,245,75,75,30,83000,1315,115,8.6,560,440,120,560,45,275,90,75,20,20,20,15,200000,221000,600,550
"4080130.00 (SR), Saguenay (RMR) (4080130.00) (00000)",4005,690,2385,930,1795,1005,65,110,265,335,0,10,0,1795,560,710,230,205,95,70000,3990,385,9.7,1825,1175,650,1825,695,690,260,100,25,15,30,10,200000,224800,624,674
"4080131.00 (SR), Saguenay (RMR) (4080131.00) (00000)",4520,840,2775,910,1950,1160,275,35,125,355,0,0,0,1950,525,805,250,260,115,82000,4515,310,6.9,1920,1435,480,1920,210,825,275,170,45,50,205,150,200000,221000,675,680
"4080132.00 (SR), Saguenay (RMR) (4080132.00) (00000)",3215,540,2025,650,1380,960,95,10,140,175,0,5,0,1385,370,570,180,160,90,81000,3210,230,7.1,1380,1085,295,1380,310,740,145,90,20,35,25,10,200000,219200,632,640
"4080133.00 (SR), Saguenay (RMR) (4080133.00) (00000)",3835,620,2265,955,1695,915,100,5,180,490,0,0,0,1695,570,635,210,190,85,68500,3700,410,11.1,1695,1080,620,1695,400,685,175,200,80,65,70,25,200000,219200,628,644
"4080140.00 (SR), Saguenay (RMR) (4080140.00) (00000)",5325,840,3180,1305,2375,1345,280,45,325,260,0,10,115,2370,655,1060,280,235,145,86000,5310,310,5.8,2385,1755,635,2385,305,775,285,145,45,80,265,495,250000,289200,820,892
"4080150.00 (SR), Saguenay (RMR) (4080150.00) (00000)",6310,1195,3985,1130,2600,1935,205,10,205,180,0,0,70,2595,575,1135,340,385,165,96000,6275,325,5.1,2660,2300,360,2660,310,795,415,410,160,265,195,120,250000,274400,655,720
"4080160.00 (SR), Saguenay (RMR) (4080160.00) (00000)",6435,1015,3800,1620,2960,1345,270,85,540,705,5,5,5,2965,1020,1170,340,290,145,70500,6300,725,11.5,2945,1870,1075,2945,715,1145,360,355,100,115,105,55,200000,220200,564,597
"4080161.00 (SR), Saguenay (RMR) (4080161.00) (00000)",2455,445,1650,360,1115,445,150,90,115,145,0,0,175,1115,370,440,140,115,55,76500,2415,170,7.1,1110,580,530,1110,190,570,180,65,20,25,35,25,166000,182000,705,716
"4080162.00 (SR), Saguenay (RMR) (4080162.00) (00000)",6210,950,3895,1360,2920,1305,160,20,585,845,0,5,5,2915,1035,1085,380,280,135,68000,6195,750,12.2,2950,1730,1225,2950,1015,855,405,345,45,90,140,60,200000,225600,600,599
"4080163.00 (SR), Saguenay (RMR) (4080163.00) (00000)",3180,400,1725,1055,1350,850,60,20,220,195,0,0,0,1350,405,600,155,130,50,74000,2885,255,8.9,1320,935,390,1320,310,345,220,205,30,75,60,75,230000,244000,580,622
"4080164.00 (SR), Saguenay (RMR) (4080164.00) (00000)",2060,325,1210,525,920,735,55,0,40,90,0,5,0,920,260,410,100,95,55,68500,2060,240,11.6,925,745,175,925,215,325,145,85,15,20,60,50,200000,216000,532,576
"4080165.00 (SR), Saguenay (RMR) (4080165.00) (01000)",1110,120,705,285,550,510,15,0,5,10,0,0,5,550,165,275,50,40,15,81000,1105,110,10,550,475,75,550,90,205,90,50,40,30,25,20,200000,224000,460,440
"4080166.00 (SR), Saguenay (RMR) (4080166.00) (00010)",435,60,235,135,220,180,20,0,15,0,0,0,0,215,80,95,20,10,10,59600,435,75,17.5,210,170,35,210,40,75,40,30,0,0,10,10,170000,170000,,520
"4080167.00 (SR), Saguenay (RMR) (4080167.00) (01010)",2995,410,1860,725,1380,1180,115,15,25,45,0,0,5,1380,415,615,150,125,65,78500,2990,315,10.5,1380,1185,195,1380,200,475,185,160,50,105,110,85,230000,248400,460,520
"4080168.00 (SR), Saguenay (RMR) (4080168.00) (00000)",785,130,485,175,345,295,5,5,15,20,0,0,0,340,90,150,45,40,20,72000,775,85,11.4,340,295,50,340,70,130,50,35,15,25,10,10,184000,212000,456,480
"4080169.00 (SR), Saguenay (RMR) (4080169.00) (00000)",850,155,510,185,385,310,5,0,35,25,0,0,0,380,120,160,40,35,25,66000,850,135,15.6,385,340,50,385,80,150,55,35,10,20,20,20,150000,164000,,560
"4080170.00 (SR), Saguenay (RMR) (4080170.00) (00000)",630,125,385,120,265,230,5,10,5,5,0,0,5,265,65,115,30,30,25,79500,630,70,11.2,260,230,35,260,70,65,40,35,0,10,25,20,150000,152000,564,560
"4520001.00 (SR), Saint-Hyacinthe (AR) (4520001.00) (00000)",6330,1080,3930,1315,2880,1290,255,165,155,975,0,15,25,2880,955,1105,355,300,165,75000,6320,545,8.6,2880,1765,1120,2880,295,730,410,290,105,440,280,330,296000,309600,860,894
"4520002.00 (SR), Saint-Hyacinthe (AR) (4520002.00) (00000)",3890,645,2310,935,1710,855,150,100,35,530,0,5,30,1705,555,640,230,180,100,74500,3830,315,8.2,1710,1100,605,1710,270,715,240,255,50,25,110,45,300000,322000,735,788
"4520003.00 (SR), Saint-Hyacinthe (AR) (4520003.00) (00000)",6100,975,3990,1140,3010,740,260,155,200,1495,135,20,0,3010,1320,1005,275,275,140,61600,6040,925,15.4,3010,1385,1625,3010,555,815,365,270,255,360,245,145,324000,358000,700,696
"4520004.00 (SR), Saint-Hyacinthe (AR) (4520004.00) (00000)",4585,470,2870,1250,2520,60,40,10,275,2080,5,55,0,2525,1590,630,155,65,80,37600,4045,1400,34.6,2520,285,2235,2520,1195,660,230,150,55,45,60,125,200000,234000,640,703
"4520005.00 (SR), Saint-Hyacinthe (AR) (4520005.00) (00000)",5160,845,2815,1500,2430,870,100,15,345,1085,0,15,0,2430,1010,820,280,195,125,58800,4990,720,14.4,2425,1235,1195,2425,735,795,165,110,50,160,280,135,280000,307000,755,826
"4520006.00 (SR), Saint-Hyacinthe (AR) (4520006.00) (00000)",3840,560,2320,960,1745,710,105,0,200,705,0,20,0,1745,660,625,220,160,75,64500,3630,370,10.2,1745,985,760,1745,485,495,205,130,135,145,65,85,278000,291500,720,746
"4520007.00 (SR), Saint-Hyacinthe (AR) (4520007.00) (00000)",3850,725,2360,765,1590,1005,190,5,125,260,0,5,0,1590,400,645,225,215,110,80000,3805,275,7.2,1590,1180,410,1590,295,470,250,215,110,120,105,20,296000,300500,790,828
"4520008.00 (SR), Saint-Hyacinthe (AR) (4520008.00) (00000)",4235,685,2620,930,1795,1200,80,45,115,345,0,10,0,1795,450,740,270,235,100,81000,4220,300,7.2,1795,1385,410,1795,355,650,405,215,60,70,30,15,286000,292000,745,752
"4520009.00 (SR), Saint-Hyacinthe (AR) (4520009.00) (00000)",4140,595,2235,1305,1890,675,205,65,110,810,0,15,0,1885,670,735,190,185,110,71500,4020,455,11.4,1885,1110,780,1885,225,510,425,345,195,60,15,105,304000,338000,830,982
"4520010.00 (SR), Saint-Hyacinthe (AR) (4520010.00) (00000)",5925,710,2870,2350,2835,260,50,70,220,2225,0,10,0,2835,1555,795,215,165,105,46000,5055,1265,25,2835,715,2120,2835,1085,930,245,245,95,105,40,90,276000,291000,705,770
"4520011.00 (SR), Saint-Hyacinthe (AR) (4520011.00) (00000)",4410,545,2605,1260,2305,210,5,0,380,1685,0,15,0,2305,1210,695,200,120,80,49200,4140,775,18.7,2305,420,1880,2305,710,995,325,105,35,50,30,50,286000,299000,715,721
"4520012.00 (SR), Saint-Hyacinthe (AR) (4520012.00) (00000)",4770,655,2870,1245,2165,1355,85,10,100,585,0,20,0,2170,655,955,230,210,115,77500,4740,355,7.6,2165,1495,670,2165,185,820,445,320,70,85,90,150,348000,333200,840,896
"4520100.00 (SR), Saint-Hyacinthe (AR) (4520100.00) (00000)",2740,600,1775,370,1090,870,30,0,40,110,0,10,35,1090,260,395,175,170,85,84000,2740,225,8.2,1090,840,250,1090,245,275,115,150,45,85,115,60,278000,296000,840,830
"4330001.00 (SR), Sherbrooke (RMR) (4330001.00) (00000)",5635,805,3245,1585,2760,820,65,30,190,1525,130,5,0,2755,1295,905,245,175,135,52800,5315,1035,19.5,2745,995,1745,2745,585,1045,235,185,110,200,155,230,240000,251600,710,906
"4330002.00 (SR), Sherbrooke (RMR) (4330002.00) (00000)",1865,210,1420,235,1060,85,15,45,125,800,0,0,0,1065,595,310,80,50,30,46000,1825,465,25.5,1080,165,915,1080,290,235,135,85,35,15,105,185,200000,214000,680,724
"4330003.00 (SR), Sherbrooke (RMR) (4330003.00) (00000)",3035,375,2070,590,1685,150,5,0,245,1240,35,0,0,1680,930,520,110,55,60,39600,2880,990,34.4,1660,260,1395,1660,735,590,175,80,20,35,10,0,200000,222000,588,605
"4330004.00 (SR), Sherbrooke (RMR) (4330004.00) (00000)",4655,730,3265,665,2510,215,15,0,295,1890,110,0,0,2510,1340,730,195,130,120,41200,4640,1345,29.1,2565,395,2170,2565,805,925,355,200,70,80,55,80,224000,232000,640,647
"4330005.00 (SR), Sherbrooke (RMR) (4330005.00) (00000)",2135,240,1435,455,1145,115,45,0,160,825,0,0,0,1150,660,310,80,65,30,41600,1950,545,27.8,1115,275,845,1115,710,185,55,70,15,25,0,55,200000,234000,600,625
"4330006.00 (SR), Sherbrooke (RMR) (4330006.00) (00000)",2680,185,1820,675,1530,205,5,0,220,855,240,0,0,1525,860,480,110,50,35,43600,2520,630,25,1520,350,1165,1520,465,415,235,190,55,30,80,40,200000,221000,695,734
"4330007.00 (SR), Sherbrooke (RMR) (4330007.00) (00000)",2670,300,2025,350,1320,520,10,0,125,665,0,0,0,1315,595,420,135,100,70,49600,2605,615,23.5,1325,540,785,1325,315,640,120,115,60,35,0,30,250000,255000,650,688
"4330008.00 (SR), Sherbrooke (RMR) (4330008.00) (00000)",3120,490,2000,625,1385,800,35,50,35,465,0,0,0,1380,470,530,140,130,110,66500,3085,430,13.8,1385,845,540,1385,165,755,230,105,35,35,10,45,250000,272500,665,688
"4330009.01 (SR), Sherbrooke (RMR) (4330009.01) (00000)",4105,760,2690,655,1780,820,120,305,5,530,0,0,0,1780,495,695,275,225,95,84000,4105,270,6.6,1785,1410,380,1785,20,415,60,235,255,420,330,50,240000,263200,850,868
"4330009.02 (SR), Sherbrooke (RMR) (4330009.02) (00000)",5675,390,2655,2625,3400,505,25,65,90,1900,790,0,25,3405,1985,1080,185,100,50,45200,5395,1125,20.9,3395,1060,2330,3395,385,1095,1020,410,205,175,80,25,234000,258000,735,879
"4330010.00 (SR), Sherbrooke (RMR) (4330010.00) (00000)",3965,460,2080,1420,1770,740,30,0,125,495,380,0,0,1770,755,630,125,175,80,71000,3540,410,11.5,1775,920,860,1775,485,720,145,90,15,15,70,240,300000,345000,850,948
"4330011.00 (SR), Sherbrooke (RMR) (4330011.00) (00000)",1975,225,1320,430,1120,140,75,30,90,770,0,5,0,1120,615,320,95,75,20,53600,1940,385,19.6,1140,300,840,1140,715,200,80,40,20,30,45,15,360000,364000,632,694
"4330012.00 (SR), Sherbrooke (RMR) (4330012.00) (00000)",2220,125,1680,415,1200,45,20,15,65,920,135,0,0,1205,820,280,55,25,20,40000,1775,535,30.1,1210,175,1040,1210,855,175,55,40,25,40,0,10,250000,304000,604,640
